timestamp,elapsed_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1777032756.846,0.000,129.0,88.23,0,0,82,1.5,0.4,146.0,88.23,0,0,81,0.5,0.4,0.0,0,0
1777032757.186,0.340,108.7,88.23,0,0,82,0.5,2.0,146.0,88.23,0,0,81,2.2,1.9,0.0,0,0
1777032757.532,0.687,108.7,88.23,0,0,82,1.4,0.4,112.1,88.23,0,0,80,1.4,0.4,0.0,0,0
1777032757.875,1.029,108.7,88.23,0,0,82,0.5,0.4,112.1,88.23,0,0,80,0.5,0.7,0.0,0,0
1777032758.219,1.374,95.8,88.23,0,0,81,3.7,2.0,112.1,88.23,0,0,80,0.5,0.4,0.0,0,0
1777032758.574,1.729,95.8,88.23,0,0,81,0.5,0.4,107.3,88.23,0,0,79,0.5,0.4,0.0,0,0
1777032758.914,2.069,95.8,88.23,0,0,81,0.5,0.7,107.3,88.23,0,0,79,3.2,2.2,0.0,0,0
1777032759.267,2.421,93.4,88.23,0,0,80,0.5,0.5,107.3,88.23,0,0,79,0.5,0.5,0.0,0,0
1777032759.643,2.797,93.4,88.23,0,0,80,1.5,0.3,106.8,88.23,0,0,79,0.5,0.4,0.0,0,0
1777032759.983,3.138,90.6,88.23,0,0,79,2.2,2.2,106.8,88.23,0,0,79,4.4,3.4,0.0,0,0
1777032760.342,3.496,90.6,88.23,0,0,79,3.1,0.5,106.8,88.23,0,0,79,0.5,0.4,0.0,0,0
1777032760.681,3.836,90.6,88.23,0,0,79,0.5,0.4,105.4,88.23,0,0,78,5.4,0.4,0.0,0,0
1777032761.021,4.175,90.5,88.23,0,0,79,3.8,3.5,105.4,88.23,0,0,78,0.5,0.4,0.0,0,0
1777032761.376,4.531,90.5,88.23,0,0,79,0.5,0.5,105.4,88.23,0,0,78,0.5,0.4,0.0,0,0
1777032761.715,4.870,90.5,88.23,0,0,79,0.5,0.5,105.0,88.23,0,0,78,1.5,0.4,0.0,0,0
1777032762.056,5.210,90.1,88.23,0,0,78,3.2,0.5,105.0,88.23,0,0,78,0.5,0.4,0.0,0,0
1777032762.411,5.565,90.1,88.23,0,0,78,0.5,0.4,105.0,88.23,0,0,78,0.5,0.5,0.0,0,0
1777032762.750,5.904,90.1,88.23,0,0,78,1.5,0.5,103.8,88.23,0,0,77,0.5,0.4,0.0,0,0
1777032763.089,6.244,89.9,88.23,0,0,78,0.5,0.5,103.8,88.23,0,0,77,0.5,0.4,0.0,0,0
1777032763.429,6.583,89.9,88.23,0,0,78,0.5,0.5,103.8,88.23,0,0,77,1.5,0.5,0.0,0,0
1777032763.768,6.922,89.9,88.23,0,0,78,0.5,0.4,103.3,88.23,0,0,77,0.4,0.5,0.0,0,0
1777032764.107,7.261,89.7,88.23,0,0,77,0.5,0.5,103.3,88.23,0,0,77,0.5,0.5,0.0,0,0
1777032764.446,7.601,89.7,88.23,0,0,77,1.5,0.5,103.3,88.23,0,0,77,0.5,0.4,0.0,0,0
1777032764.786,7.940,89.7,88.23,0,0,77,0.5,0.4,103.2,88.23,0,0,76,0.5,0.4,0.0,0,0
1777032765.127,8.281,89.4,88.23,0,0,77,0.6,0.5,103.2,88.23,0,0,76,1.5,0.6,0.0,0,0
1777032765.467,8.621,89.4,88.23,0,0,77,1.0,0.4,103.2,88.23,0,0,76,0.5,0.8,0.0,0,0
1777032765.807,8.961,89.4,88.23,0,0,77,0.5,0.5,102.9,88.23,0,0,76,0.5,0.5,0.0,0,0
1777032766.146,9.300,89.3,88.23,0,0,76,1.5,0.5,102.9,88.23,0,0,76,0.5,0.6,0.0,0,0
1777032766.487,9.642,89.3,88.23,0,0,76,0.5,0.5,102.9,88.23,0,0,76,1.3,0.4,0.0,0,0
1777032766.827,9.981,89.3,88.23,0,0,76,0.5,0.5,102.7,88.23,0,0,75,1.5,0.4,0.0,0,0
1777032767.167,10.321,89.3,88.23,0,0,76,0.5,0.6,102.7,88.23,0,0,75,0.5,2.1,0.0,0,0
1777032767.512,10.666,89.3,88.23,0,0,76,0.5,0.4,102.2,88.23,0,0,75,0.5,0.5,0.0,0,0
1777032767.855,11.009,89.3,88.23,0,0,76,0.5,0.4,102.2,88.23,0,0,75,0.5,0.4,0.0,0,0
1777032768.194,11.348,89.1,88.23,0,0,75,0.5,2.2,102.2,88.23,0,0,75,2.1,0.5,0.0,0,0
1777032768.537,11.691,89.1,88.23,0,0,75,1.5,0.5,102.0,88.23,0,0,75,1.5,0.4,0.0,0,0
1777032768.876,12.030,89.1,88.23,0,0,75,0.5,0.5,102.0,88.23,0,0,75,0.5,0.7,0.0,0,0
1777032769.218,12.372,88.8,88.23,0,0,75,2.2,2.0,102.0,88.23,0,0,75,1.5,0.4,0.0,0,0
1777032769.558,12.713,88.8,88.23,0,0,75,0.5,0.4,101.5,88.23,0,0,74,0.5,0.4,0.0,0,0
1777032769.898,13.052,88.8,88.23,0,0,75,0.5,0.5,101.5,88.23,0,0,74,0.5,2.2,0.0,0,0
1777032770.244,13.398,88.6,88.23,0,0,74,3.1,0.5,101.5,88.23,0,0,74,0.5,0.4,0.0,0,0
1777032770.591,13.745,88.6,88.23,0,0,74,0.5,0.4,101.4,88.23,0,0,74,0.5,0.4,0.0,0,0
1777032770.932,14.086,88.6,88.23,0,0,74,1.5,2.2,101.4,88.23,0,0,74,3.1,0.8,0.0,0,0
1777032771.278,14.432,88.5,88.23,0,0,74,0.5,0.5,101.4,88.23,0,0,74,0.5,0.4,0.0,0,0
1777032771.617,14.772,88.5,88.23,0,0,74,0.5,0.5,101.1,88.23,0,0,73,0.5,0.5,0.0,0,0
1777032771.957,15.111,88.5,88.23,0,0,74,2.8,2.3,101.1,88.23,0,0,73,0.6,4.5,0.0,0,0
1777032772.312,15.466,88.4,88.23,0,0,74,0.5,0.5,101.1,88.23,0,0,73,0.6,0.6,0.0,0,0
1777032772.652,15.806,88.4,88.23,0,0,74,1.7,0.7,65.7,88.23,0,0,72,0.8,0.7,0.0,0,0
1777032772.994,16.149,87.7,88.23,0,0,73,2.8,2.7,65.7,88.23,0,0,72,5.2,4.4,0.0,0,0
