timestamp,elapsed_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1777044646.065,0.000,119.2,88.23,0,0,82,3.6,0.5,130.5,88.23,0,0,82,0.5,0.5,0.0,0,0
1777044646.408,0.343,119.2,88.23,0,0,82,0.5,0.5,130.5,88.23,0,0,82,0.5,0.4,0.0,0,0
1777044646.748,0.683,119.2,88.23,0,0,82,0.5,0.4,130.5,88.23,0,0,82,0.5,0.4,0.0,0,0
1777044647.087,1.022,97.6,88.23,0,0,81,3.2,0.5,114.7,88.23,0,0,81,0.5,0.4,0.0,0,0
1777044647.436,1.370,97.6,88.23,0,0,81,0.5,0.5,114.7,88.23,0,0,81,0.4,0.4,0.0,0,0
1777044647.778,1.713,97.6,88.23,0,0,81,0.5,0.4,114.7,88.23,0,0,81,1.5,0.4,0.0,0,0
1777044648.117,2.052,91.9,88.23,0,0,80,1.5,0.5,112.5,88.23,0,0,80,0.5,0.4,0.0,0,0
1777044648.456,2.391,91.9,88.23,0,0,80,1.0,0.5,112.5,88.23,0,0,80,0.5,0.5,0.0,0,0
1777044648.795,2.730,91.9,88.23,0,0,80,0.4,0.5,112.5,88.23,0,0,80,0.5,0.4,0.0,0,0
1777044649.135,3.070,91.6,88.23,0,0,80,0.5,0.5,109.0,88.23,0,0,80,0.5,0.6,0.0,0,0
1777044649.488,3.423,91.6,88.23,0,0,80,2.1,2.1,109.0,88.23,0,0,80,1.5,2.1,0.0,0,0
1777044649.829,3.764,91.6,88.23,0,0,80,1.5,0.5,109.0,88.23,0,0,80,0.5,0.4,0.0,0,0
1777044650.169,4.103,91.0,88.23,0,0,79,0.5,0.6,108.6,88.23,0,0,79,1.5,2.1,0.0,0,0
1777044650.519,4.454,91.0,88.23,0,0,79,1.5,0.4,108.6,88.23,0,0,79,0.5,0.4,0.0,0,0
1777044650.859,4.793,91.0,88.23,0,0,79,0.5,0.4,108.6,88.23,0,0,79,0.5,0.6,0.0,0,0
1777044651.202,5.137,90.8,88.23,0,0,79,0.5,2.2,107.3,88.23,0,0,79,0.5,1.9,0.0,0,0
1777044651.552,5.487,90.8,88.23,0,0,79,0.5,0.5,107.3,88.23,0,0,79,0.5,0.4,0.0,0,0
1777044651.891,5.826,90.8,88.23,0,0,79,0.5,0.4,107.3,88.23,0,0,79,1.5,2.1,0.0,0,0
1777044652.244,6.179,90.5,88.23,0,0,78,0.5,2.0,106.8,88.23,0,0,78,0.5,0.5,0.0,0,0
1777044652.588,6.523,90.5,88.23,0,0,78,0.3,0.4,106.8,88.23,0,0,78,1.5,0.4,0.0,0,0
1777044652.929,6.863,90.5,88.23,0,0,78,1.5,0.5,106.8,88.23,0,0,78,3.2,2.3,0.0,0,0
1777044653.279,7.214,90.3,88.23,0,0,78,0.5,0.5,106.1,88.23,0,0,78,1.5,0.4,0.0,0,0
1777044653.618,7.553,90.3,88.23,0,0,78,1.5,0.5,106.1,88.23,0,0,78,0.5,0.4,0.0,0,0
1777044653.957,7.892,90.3,88.23,0,0,78,2.8,0.6,106.1,88.23,0,0,78,3.6,3.2,0.0,0,0
1777044654.320,8.255,90.3,88.23,0,0,77,1.5,0.5,105.0,88.23,0,0,77,0.5,0.4,0.0,0,0
1777044654.659,8.594,90.3,88.23,0,0,77,0.5,0.5,105.0,88.23,0,0,77,0.5,0.5,0.0,0,0
1777044654.999,8.934,89.9,88.23,0,0,77,2.1,3.8,104.3,88.23,0,0,77,2.2,3.4,0.0,0,0
1777044655.364,9.299,89.9,88.23,0,0,77,0.5,0.5,104.3,88.23,0,0,77,0.5,0.5,0.0,0,0
1777044655.703,9.638,89.9,88.23,0,0,77,0.5,0.5,104.3,88.23,0,0,77,0.5,0.4,0.0,0,0
1777044656.044,9.979,89.9,88.23,0,0,76,3.9,3.5,104.3,88.23,0,0,77,0.5,0.5,0.0,0,0
1777044656.400,10.335,89.9,88.23,0,0,76,0.5,0.5,104.3,88.23,0,0,77,0.4,0.4,0.0,0,0
1777044656.739,10.674,89.9,88.23,0,0,76,0.5,0.5,104.3,88.23,0,0,77,0.5,0.4,0.0,0,0
1777044657.079,11.013,89.6,88.23,0,0,76,3.7,0.5,103.7,88.23,0,0,76,1.5,0.4,0.0,0,0
1777044657.432,11.366,89.6,88.23,0,0,76,1.5,0.4,103.7,88.23,0,0,76,0.5,0.4,0.0,0,0
1777044657.771,11.706,89.6,88.23,0,0,76,0.5,0.5,103.7,88.23,0,0,76,0.5,0.5,0.0,0,0
1777044658.111,12.046,89.4,88.23,0,0,75,0.5,0.5,103.5,88.23,0,0,76,0.5,0.5,0.0,0,0
1777044658.450,12.385,89.4,88.23,0,0,75,0.5,0.5,103.5,88.23,0,0,76,0.5,0.5,0.0,0,0
1777044658.789,12.724,89.4,88.23,0,0,75,0.5,0.5,103.5,88.23,0,0,76,1.5,0.4,0.0,0,0
1777044659.129,13.064,89.2,88.23,0,0,75,1.5,0.5,103.3,88.23,0,0,75,0.5,0.6,0.0,0,0
