timestamp,elapsed_s,gpu0_power_w,gpu0_mem_used_gb,gpu0_util_pct,gpu0_mem_bw_util_pct,gpu0_temp_c,gpu0_pcie_tx_mb_s,gpu0_pcie_rx_mb_s,gpu1_power_w,gpu1_mem_used_gb,gpu1_util_pct,gpu1_mem_bw_util_pct,gpu1_temp_c,gpu1_pcie_tx_mb_s,gpu1_pcie_rx_mb_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1782919366.402,0.000,143.7,79.14,0,0,85,0.6,0.5,110.9,79.15,0,0,77,0.6,0.4,108.4,79.15,0,0,84,2.8,0.5,105.7,79.14,0,0,78,2.3,0.5,1.0,2,0
1782919366.843,0.440,132.1,79.14,0,0,85,0.6,0.5,110.9,79.15,0,0,77,0.6,0.4,108.4,79.15,0,0,84,0.7,0.7,105.7,79.14,0,0,78,3.0,1.9,1.0,2,0
1782919367.294,0.891,132.1,79.14,0,0,85,2.3,0.5,100.6,79.15,0,0,76,0.6,0.6,100.3,79.15,0,0,83,7.3,0.5,89.7,79.14,0,0,77,1.8,0.5,1.0,2,0
1782919367.736,1.333,117.5,79.14,0,0,84,1.3,4.0,100.6,79.15,0,0,76,2.1,0.5,100.3,79.15,0,0,83,0.7,0.4,89.7,79.14,0,0,77,0.6,0.5,1.0,2,0
1782919368.177,1.775,117.5,79.14,0,0,84,0.7,0.5,97.9,79.15,0,0,76,2.3,0.5,97.2,79.15,0,0,83,0.7,0.5,87.9,79.14,0,0,77,0.6,0.5,1.0,2,0
1782919368.617,2.215,112.9,79.14,0,0,84,0.6,0.5,97.9,79.15,0,0,76,0.6,0.5,97.2,79.15,0,0,83,0.6,2.4,87.9,79.14,0,0,77,7.0,2.2,1.0,2,0
1782919369.057,2.655,112.9,79.14,0,0,84,0.6,0.4,97.9,79.15,0,0,76,1.5,0.5,97.2,79.15,0,0,83,1.6,0.4,87.9,79.14,0,0,77,0.6,0.5,1.0,2,0
1782919369.498,3.096,112.9,79.14,0,0,84,5.2,2.2,94.7,79.15,0,0,75,2.7,2.4,93.3,79.15,0,0,83,5.1,2.0,85.5,79.14,0,0,76,2.3,0.4,1.0,2,0
1782919369.943,3.541,112.4,79.14,0,0,83,2.7,1.2,94.7,79.15,0,0,75,2.0,0.4,93.3,79.15,0,0,83,0.6,0.5,85.5,79.14,0,0,76,0.7,0.4,1.0,2,0
1782919370.385,3.983,112.4,79.14,0,0,83,2.3,0.5,93.7,79.15,0,0,75,2.3,0.4,93.1,79.15,0,0,82,0.7,0.5,84.8,79.14,0,0,76,0.6,0.5,1.0,2,0
1782919370.826,4.424,111.4,79.14,0,0,83,0.6,0.5,93.7,79.15,0,0,75,1.6,0.5,93.1,79.15,0,0,82,0.6,0.4,84.8,79.14,0,0,76,0.6,2.1,1.0,2,0
1782919371.276,4.874,111.4,79.14,0,0,83,0.6,0.5,93.6,79.15,0,0,75,2.3,0.4,92.7,79.15,0,0,82,0.6,0.5,84.0,79.14,0,0,75,0.6,0.7,1.0,2,0
1782919371.722,5.320,111.0,79.14,0,0,83,2.5,2.2,93.6,79.15,0,0,75,4.3,2.2,92.7,79.15,0,0,82,0.6,0.5,84.0,79.14,0,0,75,0.6,0.5,1.0,2,0
1782919372.168,5.766,111.0,79.14,0,0,83,0.6,0.5,93.3,79.15,0,0,74,0.6,0.5,92.2,79.15,0,0,81,0.7,0.5,83.9,79.14,0,0,75,0.6,0.5,1.0,2,0
1782919372.606,6.204,109.9,79.14,0,0,82,1.3,0.5,93.3,79.15,0,0,74,0.6,0.4,92.2,79.15,0,0,81,2.9,0.6,83.9,79.14,0,0,75,4.5,3.8,1.0,2,0
1782919373.054,6.652,109.9,79.14,0,0,82,0.6,0.5,93.3,79.15,0,0,74,1.5,0.5,92.2,79.15,0,0,81,1.5,0.5,83.9,79.14,0,0,75,0.6,0.5,1.0,2,0
1782919373.495,7.092,109.9,79.14,0,0,82,3.1,0.4,92.9,79.15,0,0,74,0.6,0.4,91.9,79.15,0,0,81,2.3,4.7,83.6,79.14,0,0,75,3.4,0.5,1.0,2,0
1782919373.935,7.533,109.3,79.14,0,0,82,1.9,0.7,92.9,79.15,0,0,74,2.6,0.5,91.9,79.15,0,0,81,0.6,0.5,83.6,79.14,0,0,75,0.6,0.4,1.0,2,0
1782919374.377,7.974,109.3,79.14,0,0,82,0.6,0.5,92.5,79.15,0,0,74,2.3,0.4,91.7,79.15,0,0,81,0.7,0.5,83.0,79.14,0,0,75,0.6,0.4,1.0,2,0
1782919374.815,8.413,108.9,79.14,0,0,82,0.6,0.5,92.5,79.15,0,0,74,0.6,0.5,91.7,79.15,0,0,81,0.8,0.5,83.0,79.14,0,0,75,2.3,1.6,1.0,2,0
1782919375.254,8.852,108.9,79.14,0,0,82,0.6,0.5,92.2,79.15,0,0,73,0.6,0.5,91.5,79.15,0,0,80,0.6,0.5,82.8,79.14,0,0,74,0.6,0.5,1.0,2,0
1782919375.693,9.291,108.0,79.14,0,0,81,2.3,2.3,92.2,79.15,0,0,73,2.8,4.8,91.5,79.15,0,0,80,4.5,2.0,82.8,79.14,0,0,74,0.6,0.5,1.0,2,0
1782919376.135,9.732,108.0,79.14,0,0,81,0.6,0.5,91.9,79.15,0,0,73,0.6,0.5,90.9,79.15,0,0,80,0.7,0.5,82.4,79.14,0,0,74,0.7,0.5,1.0,2,0
1782919376.571,10.169,107.8,79.14,0,0,81,0.7,0.5,91.9,79.15,0,0,73,1.2,0.5,90.9,79.15,0,0,80,0.6,0.5,82.4,79.14,0,0,74,0.6,0.9,1.0,2,0
1782919377.009,10.607,107.8,79.14,0,0,81,1.7,0.5,91.9,79.15,0,0,73,0.6,0.7,90.9,79.15,0,0,80,2.3,0.5,82.4,79.14,0,0,74,2.3,0.5,1.0,2,0
1782919377.450,11.048,107.8,79.14,0,0,81,0.6,0.5,91.9,79.15,0,0,73,0.6,5.0,90.9,79.15,0,0,80,0.6,0.5,82.3,79.14,0,0,74,0.6,0.5,1.0,2,0
1782919377.891,11.489,107.2,79.14,0,0,81,2.3,0.5,91.9,79.15,0,0,73,2.3,2.1,90.9,79.15,0,0,80,4.6,0.5,82.3,79.14,0,0,74,0.6,0.5,1.0,2,0
1782919378.333,11.931,107.2,79.14,0,0,81,0.6,0.5,91.7,79.15,0,0,72,0.6,0.4,90.7,79.15,0,0,80,0.7,0.5,82.1,79.14,0,0,73,0.6,0.4,1.0,2,0
1782919378.774,12.371,106.5,79.14,0,0,80,0.6,2.0,91.7,79.15,0,0,72,2.2,0.4,90.7,79.15,0,0,80,0.7,0.5,82.1,79.14,0,0,73,0.6,0.4,1.0,2,0
1782919379.216,12.814,106.5,79.14,0,0,80,0.6,0.5,91.4,79.15,0,0,72,0.6,0.5,90.6,79.15,0,0,79,0.6,0.5,81.8,79.14,0,0,73,2.3,0.5,1.0,2,0
1782919379.657,13.255,105.7,79.14,0,0,80,0.6,0.5,91.4,79.15,0,0,72,0.6,2.4,90.6,79.15,0,0,79,4.8,2.3,81.8,79.14,0,0,73,2.8,2.0,1.0,2,0
1782919380.102,13.700,105.7,79.14,0,0,80,225.5,2662.2,91.0,79.15,15,3,72,43.7,65.8,92.7,79.15,42,3,79,632.4,3962.6,83.7,79.14,60,3,73,845.8,7797.0,1.0,2,0
1782919380.543,14.141,117.0,79.14,82,37,81,1571.3,1767.7,91.0,79.15,15,3,72,1591.9,2010.8,92.7,79.15,42,3,79,1555.2,1751.7,83.7,79.14,60,3,73,1544.8,1487.9,0.0,1,0
1782919380.983,14.581,117.0,79.14,82,37,81,1597.6,1752.3,105.8,79.15,99,48,74,1620.9,1967.0,115.7,79.15,99,51,81,1634.0,1898.9,106.5,79.14,99,50,75,1579.5,1497.9,0.0,4,0
1782919381.423,15.021,152.2,79.14,99,47,82,1705.1,1817.5,184.4,79.15,99,49,74,1606.2,1974.5,190.2,79.15,99,51,82,1557.5,1792.3,177.7,79.14,99,49,75,1813.7,1568.8,0.0,4,0
