timestamp,elapsed_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1777052857.709,0.000,134.2,88.23,0,0,83,0.5,0.5,128.7,88.23,0,0,82,0.5,0.5,0.0,0,0
1777052858.051,0.342,134.2,88.23,0,0,83,2.0,0.5,128.7,88.23,0,0,82,0.5,0.4,0.0,0,0
1777052858.391,0.681,101.9,88.23,0,0,83,0.5,0.4,114.4,88.23,0,0,81,0.5,0.4,0.0,0,0
1777052858.732,1.023,101.9,88.23,0,0,83,1.5,0.5,114.4,88.23,0,0,81,1.5,0.5,0.0,0,0
1777052859.071,1.362,101.9,88.23,0,0,83,0.5,0.4,114.4,88.23,0,0,81,0.4,0.4,0.0,0,0
1777052859.412,1.703,96.1,88.23,0,0,82,0.5,0.5,109.5,88.23,0,0,80,0.5,0.4,0.0,0,0
1777052859.752,2.043,96.1,88.23,0,0,82,0.5,0.5,109.5,88.23,0,0,80,0.5,0.4,0.0,0,0
1777052860.091,2.382,96.1,88.23,0,0,82,0.5,0.5,109.5,88.23,0,0,80,0.5,0.4,0.0,0,0
1777052860.430,2.721,94.8,88.23,0,0,81,1.5,0.5,109.0,88.23,0,0,80,1.5,0.4,0.0,0,0
1777052860.790,3.081,94.8,88.23,0,0,81,1.0,0.4,109.0,88.23,0,0,80,5.3,0.4,0.0,0,0
1777052861.132,3.423,94.8,88.23,0,0,81,3.1,2.1,109.0,88.23,0,0,80,4.7,0.8,0.0,0,0
1777052861.476,3.767,94.3,88.23,0,0,81,0.5,0.4,108.0,88.23,0,0,79,0.5,0.4,0.0,0,0
1777052861.816,4.107,94.3,88.23,0,0,81,1.5,0.4,108.0,88.23,0,0,79,0.4,0.4,0.0,0,0
1777052862.160,4.451,94.3,88.23,0,0,81,0.4,0.4,108.0,88.23,0,0,79,0.4,2.1,0.0,0,0
1777052862.504,4.795,92.8,88.23,0,0,80,0.5,0.5,107.0,88.23,0,0,79,0.5,0.4,0.0,0,0
1777052862.846,5.136,92.8,88.23,0,0,80,5.5,0.5,107.0,88.23,0,0,79,0.5,0.4,0.0,0,0
1777052863.187,5.478,92.8,88.23,0,0,80,0.5,2.0,107.0,88.23,0,0,79,3.7,0.4,0.0,0,0
1777052863.528,5.819,92.7,88.23,0,0,79,1.5,0.4,106.0,88.23,0,0,78,1.5,0.4,0.0,0,0
1777052863.868,6.159,92.7,88.23,0,0,79,0.5,0.4,106.0,88.23,0,0,78,0.4,0.6,0.0,0,0
1777052864.209,6.500,92.7,88.23,0,0,79,2.2,2.1,106.0,88.23,0,0,78,0.5,0.5,0.0,0,0
1777052864.549,6.840,92.2,88.23,0,0,79,0.5,0.4,105.6,88.23,0,0,78,0.5,0.4,0.0,0,0
1777052864.889,7.180,92.2,88.23,0,0,79,0.5,0.5,105.6,88.23,0,0,78,0.5,2.2,0.0,0,0
1777052865.238,7.529,92.2,88.23,0,0,79,2.1,2.2,105.6,88.23,0,0,78,1.5,0.4,0.0,0,0
1777052865.578,7.869,91.7,88.23,0,0,78,0.5,0.4,104.5,88.23,0,0,77,0.5,0.4,0.0,0,0
1777052865.918,8.209,91.7,88.23,0,0,78,1.5,2.1,104.5,88.23,0,0,77,2.2,2.1,0.0,0,0
1777052866.260,8.551,91.7,88.23,0,0,78,0.5,0.4,104.5,88.23,0,0,77,0.4,0.4,0.0,0,0
1777052866.600,8.891,91.3,88.23,0,0,78,0.5,0.5,104.0,88.23,0,0,77,0.5,0.5,0.0,0,0
1777052866.940,9.231,91.3,88.23,0,0,78,2.2,2.1,104.0,88.23,0,0,77,1.5,0.7,0.0,0,0
1777052867.284,9.575,91.3,88.23,0,0,78,1.0,0.5,104.0,88.23,0,0,77,0.5,1.0,0.0,0,0
1777052867.624,9.915,90.7,88.23,0,0,77,1.5,0.5,103.9,88.23,0,0,76,0.5,0.5,0.0,0,0
1777052867.964,10.255,90.7,88.23,0,0,77,2.1,0.7,103.9,88.23,0,0,76,2.0,3.5,0.0,0,0
1777052868.313,10.604,90.5,88.23,0,0,77,0.5,0.4,103.0,88.23,0,0,76,5.0,0.5,0.0,0,0
1777052868.653,10.944,90.5,88.23,0,0,77,0.5,0.4,103.0,88.23,0,0,76,0.5,0.4,0.0,0,0
1777052868.992,11.283,90.5,88.23,0,0,77,0.5,2.2,103.0,88.23,0,0,76,3.7,1.9,0.0,0,0
1777052869.338,11.629,90.3,88.23,0,0,77,0.4,0.9,102.9,88.23,0,0,76,1.5,0.4,0.0,0,0
1777052869.678,11.968,90.3,88.23,0,0,77,0.5,0.4,102.9,88.23,0,0,76,0.5,0.4,0.0,0,0
1777052870.020,12.311,90.3,88.23,0,0,77,4.8,3.5,102.9,88.23,0,0,76,1.5,0.4,0.0,0,0
1777052870.370,12.661,89.9,88.23,0,0,76,1.0,0.5,102.1,88.23,0,0,75,0.5,0.5,0.0,0,0
1777052870.710,13.000,89.9,88.23,0,0,76,0.5,0.5,102.1,88.23,0,0,75,0.5,0.4,0.0,0,0
1777052871.050,13.341,89.9,88.23,0,0,76,2.1,0.5,102.1,88.23,0,0,75,0.5,0.4,0.0,0,0
1777052871.389,13.680,89.5,88.23,0,0,76,0.5,0.5,101.6,88.23,0,0,75,0.5,0.4,0.0,0,0
1777052871.729,14.020,89.5,88.23,0,0,76,2.0,0.4,101.6,88.23,0,0,75,1.5,0.4,0.0,0,0
1777052872.069,14.360,89.5,88.23,0,0,76,0.5,0.4,101.6,88.23,0,0,75,0.5,0.4,0.0,0,0
1777052872.409,14.700,89.4,88.23,0,0,76,0.5,0.5,101.1,88.23,0,0,75,0.5,0.5,0.0,0,0
1777052872.750,15.041,89.4,88.23,0,0,76,0.5,0.5,101.1,88.23,0,0,75,0.5,0.4,0.0,0,0
1777052873.089,15.380,89.4,88.23,0,0,76,0.5,0.5,101.1,88.23,0,0,75,0.5,0.4,0.0,0,0
1777052873.428,15.719,89.1,88.23,0,0,75,1.6,0.5,101.0,88.23,0,0,74,1.5,0.4,0.0,0,0
1777052873.768,16.059,89.1,88.23,0,0,75,0.8,0.7,101.0,88.23,0,0,74,0.8,0.6,0.0,0,0
1777052874.111,16.402,89.1,88.23,0,0,75,0.8,0.7,101.0,88.23,0,0,74,0.6,0.6,0.0,0,0
1777052874.457,16.748,47.9,88.23,0,0,74,0.7,0.5,71.2,88.23,0,0,73,0.6,0.5,0.0,0,0
1777052874.799,17.089,47.9,88.23,0,0,74,1.1,0.5,71.2,88.23,0,0,73,1.3,0.7,0.0,0,0
1777052875.141,17.432,47.9,88.23,0,0,74,0.6,0.5,71.2,88.23,0,0,73,1.6,0.7,0.0,0,0
1777052875.484,17.775,39.0,88.23,0,0,73,0.6,0.5,40.9,88.23,0,0,72,0.6,0.5,0.0,0,0
1777052875.827,18.118,39.0,88.23,0,0,73,1.6,0.5,40.9,88.23,0,0,72,0.6,0.6,0.0,0,0
1777052876.170,18.461,39.0,88.23,0,0,73,0.6,0.7,40.9,88.23,0,0,72,2.3,2.2,0.0,0,0
1777052876.517,18.808,26.2,88.23,0,0,73,0.6,0.6,36.9,88.23,0,0,72,0.6,0.6,0.0,0,0
1777052876.861,19.152,26.2,88.23,0,0,73,0.6,0.5,36.9,88.23,0,0,72,0.6,0.7,0.0,0,0
1777052877.204,19.494,26.2,88.23,0,0,73,0.6,2.3,36.9,88.23,0,0,72,2.4,0.5,0.0,0,0
1777052877.551,19.842,25.8,88.23,0,0,73,0.6,0.5,32.4,88.23,0,0,71,1.5,0.5,0.0,0,0
1777052877.894,20.185,25.8,88.23,0,0,73,0.5,0.4,32.4,88.23,0,0,71,0.6,2.3,0.0,0,0
1777052878.239,20.530,25.8,88.23,0,0,73,3.3,0.6,32.4,88.23,0,0,71,1.6,0.5,0.0,0,0
1777052878.585,20.876,25.5,88.23,0,0,73,0.6,0.5,31.7,88.23,0,0,70,0.6,0.6,0.0,0,0
1777052878.928,21.219,25.5,88.23,0,0,73,1.6,2.4,31.7,88.23,0,0,70,2.3,1.0,0.0,0,0
1777052879.281,21.572,25.5,88.23,0,0,73,0.6,0.5,31.7,88.23,0,0,70,0.6,0.6,0.0,0,0
1777052879.625,21.915,25.7,88.23,0,0,72,0.6,0.6,31.5,88.23,0,0,70,0.7,0.6,0.0,0,0
1777052879.967,22.258,25.7,88.23,0,0,72,2.1,0.8,31.5,88.23,0,0,70,2.4,3.9,0.0,0,0
1777052880.315,22.606,25.6,88.23,0,0,72,0.6,0.6,31.4,88.23,0,0,70,0.6,0.5,0.0,0,0
1777052880.658,22.949,25.6,88.23,0,0,72,0.6,0.5,31.4,88.23,0,0,70,1.6,0.5,0.0,0,0
1777052881.000,23.291,25.6,88.23,0,0,72,2.4,2.9,31.4,88.23,0,0,70,3.2,6.2,0.0,0,0
1777052881.349,23.640,25.4,88.23,0,0,72,1.6,0.6,31.1,88.23,0,0,69,1.6,0.5,0.0,0,0
1777052881.692,23.983,25.4,88.23,0,0,72,0.6,0.5,31.1,88.23,0,0,69,0.6,0.5,0.0,0,0
1777052882.034,24.325,25.4,88.23,0,0,72,3.3,2.3,31.1,88.23,0,0,69,0.5,0.6,0.0,0,0
1777052882.376,24.667,24.8,88.23,0,0,72,0.6,0.6,30.0,88.23,0,0,69,0.6,1.0,0.0,0,0
1777052882.719,25.010,24.8,88.23,0,0,72,0.6,0.6,30.0,88.23,0,0,69,0.6,0.5,0.0,0,0
1777052883.062,25.353,24.8,88.23,0,0,72,2.1,5.0,30.0,88.23,0,0,69,5.6,0.5,0.0,0,0
1777052883.409,25.700,24.9,88.23,0,0,72,0.5,0.5,30.6,88.23,0,0,69,4.7,0.8,0.0,0,0
1777052883.754,26.045,24.9,88.23,0,0,72,1.6,0.5,30.6,88.23,0,0,69,1.5,0.5,0.0,0,0
1777052884.098,26.389,24.9,88.23,0,0,72,0.6,0.5,30.6,88.23,0,0,69,0.6,0.5,0.0,0,0
1777052884.442,26.733,24.8,88.23,0,0,72,1.5,0.9,30.1,88.23,0,0,68,0.5,0.6,0.0,0,0
1777052884.786,27.077,24.8,88.23,0,0,72,0.4,0.5,30.1,88.23,0,0,68,0.6,0.6,0.0,0,0
1777052885.132,27.423,24.8,88.23,0,0,72,0.6,0.6,30.1,88.23,0,0,68,0.5,0.9,0.0,0,0
1777052885.480,27.771,24.6,88.23,0,0,71,1.2,0.5,30.0,88.23,0,0,68,0.6,0.5,0.0,0,0
1777052885.824,28.115,24.6,88.23,0,0,71,0.6,0.6,30.0,88.23,0,0,68,0.6,0.5,0.0,0,0
1777052886.167,28.458,24.6,88.23,0,0,71,0.5,0.7,30.0,88.23,0,0,68,1.6,2.8,0.0,0,0
1777052886.512,28.803,24.7,88.23,0,0,71,0.6,0.5,29.6,88.23,0,0,67,0.6,0.4,0.0,0,0
1777052886.860,29.151,24.7,88.23,0,0,71,1.6,0.5,29.6,88.23,0,0,67,1.6,0.7,0.0,0,0
1777052887.203,29.494,24.7,88.23,0,0,71,0.6,2.3,29.6,88.23,0,0,67,2.3,0.5,0.0,0,0
1777052887.548,29.839,24.3,88.23,0,0,71,1.6,0.5,29.5,88.23,0,0,67,0.6,0.6,0.0,0,0
1777052887.891,30.181,24.3,88.23,0,0,71,0.6,0.5,29.5,88.23,0,0,67,0.5,2.4,0.0,0,0
1777052888.240,30.531,24.3,88.23,0,0,71,2.2,0.6,29.5,88.23,0,0,67,0.6,0.6,0.0,0,0
1777052888.588,30.879,24.2,88.23,0,0,71,0.6,0.5,29.1,88.23,0,0,67,0.6,0.5,0.0,0,0
1777052888.932,31.223,24.2,88.23,0,0,71,0.6,2.4,29.1,88.23,0,0,67,2.2,0.9,0.0,0,0
1777052889.284,31.575,24.2,88.23,0,0,71,0.6,0.6,29.1,88.23,0,0,67,0.4,0.6,0.0,0,0
1777052889.628,31.919,24.0,88.23,0,0,71,0.6,0.5,29.6,88.23,0,0,66,0.5,0.5,0.0,0,0
1777052889.974,32.265,24.0,88.23,0,0,71,2.4,1.0,29.6,88.23,0,0,66,3.4,3.7,0.0,0,0
1777052890.321,32.612,24.5,88.23,0,0,71,0.6,0.5,29.1,88.23,0,0,66,0.6,0.5,0.0,0,0
