timestamp,elapsed_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1777024578.795,0.000,220.7,79.86,99,39,62,248.7,261.0,234.7,79.86,99,43,56,248.4,261.3,1.0,1,0
1777024579.192,0.397,220.7,79.86,99,39,61,249.2,278.8,234.7,79.86,99,43,56,315.3,263.0,1.0,1,0
1777024579.545,0.750,221.8,79.86,98,48,61,273.5,260.4,233.1,79.86,98,47,56,249.0,261.4,1.0,1,0
1777024579.886,1.091,221.8,79.86,98,48,61,251.5,263.7,233.1,79.86,98,47,56,249.2,272.3,1.0,1,0
1777024580.227,1.433,217.8,79.86,98,48,61,251.7,267.2,226.8,79.86,98,47,56,250.7,261.7,1.1,1,0
1777024580.571,1.776,215.8,79.86,98,48,61,251.1,260.2,227.1,79.86,98,47,57,250.8,261.2,1.1,1,0
1777024580.912,2.117,216.2,79.86,98,48,61,249.2,457.8,227.5,79.86,98,47,57,349.2,263.1,1.1,1,0
1777024581.282,2.487,216.2,79.86,98,48,61,249.2,260.3,227.5,79.86,98,47,57,248.4,288.2,1.1,1,0
1777024581.623,2.828,216.7,79.86,98,48,61,250.2,261.8,227.8,79.86,98,47,57,273.3,260.4,1.1,1,0
1777024581.963,3.168,217.9,79.86,98,48,62,282.1,275.9,228.0,79.86,98,47,57,374.2,261.6,1.1,1,0
1777024582.318,3.524,217.9,79.86,98,48,62,277.0,314.2,228.0,79.86,98,47,57,269.8,264.9,1.2,1,0
1777024582.672,3.877,218.7,79.86,98,48,62,250.3,260.9,228.5,79.86,98,47,57,250.2,260.5,1.2,1,0
1777024583.013,4.218,218.9,79.86,98,48,62,266.9,266.0,229.2,79.86,98,47,58,270.2,264.8,1.2,1,0
1777024583.373,4.578,218.9,79.86,98,48,62,250.9,289.2,229.2,79.86,98,47,58,249.3,262.8,1.2,1,0
1777024583.713,4.918,219.3,79.86,98,48,62,249.3,261.4,230.2,79.86,98,47,58,248.9,261.1,1.2,1,0
1777024584.053,5.259,219.8,79.86,98,48,62,284.3,267.2,231.0,79.86,98,47,58,250.7,261.8,1.2,1,0
1777024584.400,5.605,219.8,79.86,98,48,62,249.9,261.2,231.0,79.86,98,47,58,250.4,261.6,1.3,1,0
1777024584.741,5.947,220.0,79.86,98,48,63,250.0,262.7,231.6,79.86,98,47,58,273.6,262.2,1.3,1,0
1777024585.086,6.291,220.3,79.86,98,49,63,254.2,261.0,231.9,79.86,98,47,58,248.3,261.2,1.3,1,0
1777024585.435,6.641,220.7,79.86,98,48,63,250.2,261.8,232.0,79.86,98,47,58,248.8,262.1,1.3,1,0
1777024585.776,6.981,220.7,79.86,98,48,63,250.3,261.2,232.0,79.86,98,47,58,249.2,261.3,1.3,1,0
1777024586.118,7.323,220.7,79.86,98,48,63,252.0,260.9,231.8,79.86,98,47,59,250.6,285.8,1.3,1,0
1777024586.468,7.674,219.8,79.86,98,49,63,250.6,261.3,230.6,79.86,98,47,59,250.2,261.0,1.4,1,0
1777024586.811,8.016,219.8,79.86,98,49,63,248.6,260.6,230.6,79.86,98,47,59,248.3,260.5,1.4,1,0
1777024587.152,8.357,219.8,79.86,98,49,64,249.0,288.8,230.7,79.86,98,47,59,248.3,266.8,1.4,1,0
1777024587.492,8.698,221.1,79.86,98,49,64,248.8,261.6,231.6,79.86,98,47,59,249.2,260.3,1.4,1,0
1777024587.833,9.038,221.1,79.86,98,49,64,248.3,259.4,231.6,79.86,98,47,59,247.6,261.3,1.4,1,0
1777024588.174,9.379,221.9,79.86,98,49,64,250.4,454.2,231.7,79.86,98,47,59,349.6,289.4,1.4,1,0
1777024588.544,9.749,222.5,79.86,98,48,64,248.9,259.6,232.4,79.86,98,47,59,249.2,260.5,1.4,1,0
1777024588.884,10.090,222.5,79.86,98,48,64,250.7,260.7,232.4,79.86,98,47,59,249.2,323.0,1.5,1,0
1777024589.229,10.434,222.8,79.86,98,49,64,253.0,263.6,232.8,79.86,98,47,60,250.8,260.4,1.0,1,0
1777024589.572,10.777,228.1,79.86,98,48,65,250.3,261.1,238.2,79.86,98,47,60,251.6,262.0,1.0,1,0
1777024589.913,11.119,226.9,79.86,98,48,65,249.7,407.5,237.4,79.86,98,47,60,361.8,264.8,1.0,1,0
1777024590.283,11.488,226.9,79.86,98,48,65,251.1,261.0,237.4,79.86,98,47,60,250.1,261.5,1.0,1,0
1777024590.624,11.830,219.9,79.86,98,48,65,249.2,271.8,231.0,79.86,98,47,60,253.0,267.8,1.1,1,0
1777024590.977,12.182,221.0,79.86,98,48,65,255.3,267.7,231.2,79.86,98,47,60,251.4,270.8,1.1,1,0
1777024591.320,12.525,221.0,79.86,98,48,65,249.0,261.2,231.2,79.86,98,47,60,249.8,261.5,1.1,1,0
1777024591.664,12.869,221.3,79.86,98,48,65,250.9,261.1,231.0,79.86,98,47,60,275.7,260.5,1.1,1,0
1777024592.007,13.213,221.5,79.86,98,48,65,269.9,266.9,231.2,79.86,98,47,61,308.8,264.6,1.1,1,0
1777024592.367,13.572,221.5,79.86,98,48,65,250.4,262.1,231.2,79.86,98,47,61,251.1,261.2,1.1,1,0
1777024592.708,13.913,222.2,79.86,98,48,66,256.0,261.4,232.0,79.86,98,47,61,249.1,261.2,1.2,1,0
1777024593.050,14.255,223.3,79.86,98,48,66,381.0,395.7,227.7,79.86,59,28,59,377.9,387.1,2.1,2,0
1777024593.401,14.606,223.3,79.86,98,48,66,371.7,387.2,227.7,79.86,59,28,59,377.6,368.8,2.2,2,0
1777024593.742,14.947,209.4,79.86,98,51,66,369.5,360.3,220.7,79.86,98,50,61,350.3,385.7,2.2,2,0
1777024594.083,15.288,214.4,79.86,98,51,66,352.4,385.6,227.4,79.86,98,50,62,368.0,384.7,2.2,2,0
1777024594.425,15.631,234.0,79.86,98,51,66,370.9,384.6,248.0,79.86,98,50,62,348.6,384.1,2.3,2,0
1777024594.767,15.972,234.0,79.86,98,51,66,352.6,386.9,248.0,79.86,98,50,62,370.6,388.2,2.3,2,0
1777024595.107,16.312,234.9,79.86,98,51,67,373.8,387.2,248.5,79.86,98,50,62,353.1,389.8,2.3,2,0
1777024595.448,16.653,235.9,79.86,98,51,67,353.2,384.4,249.2,79.86,98,50,62,370.9,388.4,2.3,2,0
1777024595.788,16.994,235.9,79.86,98,51,67,373.9,360.3,249.2,79.86,98,50,62,351.6,384.0,2.4,2,0
1777024596.129,17.334,236.2,79.86,98,51,67,374.1,386.9,250.2,79.86,98,50,62,372.6,385.3,2.4,2,0
1777024596.471,17.676,236.6,79.86,98,51,67,371.7,383.8,251.0,79.86,98,50,63,351.1,387.0,2.4,2,0
1777024596.812,18.018,236.6,79.86,98,51,67,350.6,381.0,251.0,79.86,98,50,63,369.3,382.2,2.4,2,0
1777024597.155,18.360,237.2,79.86,98,51,67,367.0,385.4,251.8,79.86,98,50,63,368.0,399.1,2.5,2,0
1777024597.500,18.705,237.5,79.86,98,51,68,367.8,362.9,252.3,79.86,98,50,63,370.9,385.3,2.5,2,0
1777024597.840,19.046,237.5,79.86,98,51,68,366.8,384.3,252.3,79.86,98,50,63,348.7,385.7,2.5,2,0
1777024598.182,19.387,238.0,79.86,98,51,68,352.7,459.3,252.9,79.86,98,50,63,467.4,385.1,2.6,2,0
1777024598.537,19.742,238.7,79.86,98,51,68,371.6,384.0,253.7,79.86,98,50,64,350.2,385.8,2.6,2,0
1777024598.878,20.083,238.7,79.86,98,51,68,351.3,388.8,253.7,79.86,98,50,64,461.4,395.1,2.6,2,0
1777024599.227,20.432,239.2,79.86,98,51,68,376.9,366.9,254.3,79.86,98,50,64,368.1,382.4,2.6,2,0
1777024599.571,20.776,239.5,79.86,98,51,68,369.0,382.4,255.0,79.86,98,50,64,351.2,382.6,2.7,2,0
1777024599.949,21.155,239.8,79.86,98,51,68,351.5,394.9,255.0,79.86,98,50,64,376.2,399.3,2.7,2,0
1777024600.296,21.501,239.8,79.86,98,51,68,368.0,388.5,255.0,79.86,98,50,64,369.5,361.3,2.7,2,0
1777024600.637,21.842,240.0,79.86,98,51,69,371.2,364.4,255.1,79.86,98,50,64,371.2,388.6,2.8,2,0
1777024600.978,22.183,240.2,79.86,98,51,69,16275.5,14624.3,252.3,79.86,80,40,64,17186.5,2234.5,2.3,2,0
1777024601.337,22.542,240.2,79.86,98,51,69,350.0,385.3,252.3,79.86,80,40,64,369.4,380.9,2.3,2,0
1777024601.678,22.883,243.7,79.86,98,51,69,369.0,360.3,257.7,79.86,98,50,65,372.0,388.5,2.3,2,0
1777024602.019,23.224,242.4,79.86,98,51,69,373.7,439.9,256.5,79.86,98,50,65,354.5,385.6,2.4,2,0
1777024602.370,23.575,242.4,79.86,98,51,69,354.1,387.1,256.5,79.86,98,50,65,369.0,384.0,2.4,2,0
1777024602.711,23.916,238.6,79.86,98,51,69,372.5,354.5,253.1,79.86,98,50,65,351.6,392.8,2.4,2,0
1777024603.052,24.257,239.1,79.86,98,51,69,356.5,384.2,253.7,79.86,98,50,65,371.2,385.6,2.4,2,0
1777024603.395,24.601,239.1,79.86,98,51,69,371.8,357.5,253.7,79.86,98,50,65,352.3,386.9,2.5,2,0
1777024603.736,24.942,239.6,79.86,98,51,69,352.0,388.2,254.7,79.86,98,50,65,375.4,389.9,2.5,2,0
