timestamp,elapsed_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1777058901.671,0.000,104.0,88.23,0,0,83,0.5,0.5,134.7,88.23,0,0,81,0.5,0.4,0.0,0,0
1777058902.010,0.340,98.9,88.23,0,0,82,2.2,2.8,112.7,88.23,0,0,80,2.1,0.5,0.0,0,0
1777058902.353,0.683,98.9,88.23,0,0,82,0.5,0.4,112.7,88.23,0,0,80,0.5,0.4,0.0,0,0
1777058902.694,1.024,98.9,88.23,0,0,82,1.5,0.4,112.7,88.23,0,0,80,0.5,0.4,0.0,0,0
1777058903.035,1.364,96.2,88.23,0,0,81,3.7,2.0,108.1,88.23,0,0,80,0.5,0.4,0.0,0,0
1777058903.380,1.709,96.2,88.23,0,0,81,1.0,0.5,108.1,88.23,0,0,80,0.5,0.5,0.0,0,0
1777058903.719,2.049,96.2,88.23,0,0,81,0.5,0.5,108.1,88.23,0,0,80,1.5,0.4,0.0,0,0
1777058904.059,2.388,92.9,88.23,0,0,80,0.5,0.4,107.7,88.23,0,0,79,0.5,0.4,0.0,0,0
1777058904.398,2.727,92.9,88.23,0,0,80,1.5,0.4,107.7,88.23,0,0,79,1.0,0.4,0.0,0,0
1777058904.737,3.067,92.9,88.23,0,0,80,0.5,0.5,107.7,88.23,0,0,79,1.5,0.8,0.0,0,0
1777058905.077,3.407,92.7,88.23,0,0,80,0.5,0.7,107.0,88.23,0,0,79,2.0,2.0,0.0,0,0
1777058905.418,3.747,92.7,88.23,0,0,80,0.5,0.4,107.0,88.23,0,0,79,0.5,0.5,0.0,0,0
1777058905.757,4.087,92.7,88.23,0,0,80,0.5,0.5,107.0,88.23,0,0,79,0.5,0.4,0.0,0,0
1777058906.096,4.426,92.2,88.23,0,0,79,1.5,0.4,106.3,88.23,0,0,78,0.5,0.4,0.0,0,0
1777058906.436,4.765,92.2,88.23,0,0,79,0.5,0.4,106.3,88.23,0,0,78,1.4,0.4,0.0,0,0
1777058906.775,5.105,92.2,88.23,0,0,79,0.6,0.5,106.3,88.23,0,0,78,0.5,4.8,0.0,0,0
1777058907.116,5.445,91.9,88.23,0,0,79,0.5,0.5,105.2,88.23,0,0,78,0.5,0.5,0.0,0,0
1777058907.456,5.785,91.9,88.23,0,0,79,0.5,0.5,105.2,88.23,0,0,78,0.5,0.4,0.0,0,0
1777058907.795,6.124,91.9,88.23,0,0,79,1.5,0.5,105.2,88.23,0,0,78,0.5,0.4,0.0,0,0
1777058908.134,6.464,91.5,88.23,0,0,78,0.5,0.5,104.8,88.23,0,0,77,1.5,0.7,0.0,0,0
1777058908.475,6.805,91.5,88.23,0,0,78,0.5,0.5,104.8,88.23,0,0,77,0.5,0.4,0.0,0,0
1777058908.815,7.144,91.5,88.23,0,0,78,0.5,5.1,104.8,88.23,0,0,77,0.5,0.4,0.0,0,0
1777058909.161,7.490,91.2,88.23,0,0,78,2.2,0.5,104.1,88.23,0,0,77,0.5,2.1,0.0,0,0
1777058909.500,7.830,91.2,88.23,0,0,78,1.5,0.4,104.1,88.23,0,0,77,0.5,0.5,0.0,0,0
1777058909.841,8.171,91.2,88.23,0,0,78,0.5,0.4,104.1,88.23,0,0,77,0.5,0.5,0.0,0,0
1777058910.181,8.510,90.7,88.23,0,0,77,0.5,0.7,103.8,88.23,0,0,76,2.2,2.0,0.0,0,0
1777058910.522,8.851,90.7,88.23,0,0,77,0.5,0.4,103.8,88.23,0,0,76,1.5,0.4,0.0,0,0
1777058910.861,9.190,90.7,88.23,0,0,77,5.5,0.5,103.8,88.23,0,0,76,0.5,0.6,0.0,0,0
1777058911.201,9.530,90.2,88.23,0,0,77,1.5,2.1,103.3,88.23,0,0,76,2.2,0.5,0.0,0,0
1777058911.543,9.872,90.2,88.23,0,0,77,0.5,0.4,103.3,88.23,0,0,76,0.5,0.4,0.0,0,0
