timestamp,elapsed_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1777034131.955,0.000,146.4,88.23,0,0,82,2.2,2.3,161.5,88.23,0,0,81,0.5,3.7,0.0,0,0
1777034132.313,0.357,106.2,88.23,0,0,82,0.5,0.5,129.0,88.23,0,0,81,0.5,0.4,0.0,0,0
1777034132.652,0.697,106.2,88.23,0,0,82,0.5,0.5,129.0,88.23,0,0,81,0.5,0.4,0.0,0,0
1777034132.991,1.036,106.2,88.23,0,0,82,1.5,2.2,129.0,88.23,0,0,81,4.9,3.5,0.0,0,0
1777034133.346,1.390,96.7,88.23,0,0,81,0.5,0.4,112.5,88.23,0,0,80,0.5,0.4,0.0,0,0
1777034133.685,1.730,96.7,88.23,0,0,81,0.5,0.5,112.5,88.23,0,0,80,2.0,0.4,0.0,0,0
1777034134.024,2.069,96.7,88.23,0,0,81,4.9,2.0,112.5,88.23,0,0,80,2.1,0.4,0.0,0,0
1777034134.374,2.419,94.1,88.23,0,0,80,0.5,0.5,107.8,88.23,0,0,80,0.5,0.5,0.0,0,0
1777034134.714,2.759,94.1,88.23,0,0,80,0.5,1.0,107.8,88.23,0,0,80,0.5,0.4,0.0,0,0
1777034135.053,3.098,94.1,88.23,0,0,80,2.1,0.7,107.8,88.23,0,0,80,2.2,2.2,0.0,0,0
1777034135.410,3.455,91.3,88.23,0,0,80,0.5,0.5,106.5,88.23,0,0,79,0.5,5.0,0.0,0,0
1777034135.749,3.794,91.3,88.23,0,0,80,1.0,0.5,106.5,88.23,0,0,79,0.5,0.4,0.0,0,0
1777034136.088,4.133,91.3,88.23,0,0,80,0.5,0.5,106.5,88.23,0,0,79,1.5,0.4,0.0,0,0
1777034136.428,4.472,90.8,88.23,0,0,79,1.5,0.4,106.2,88.23,0,0,79,0.5,0.4,0.0,0,0
1777034136.767,4.812,90.8,88.23,0,0,79,4.7,0.4,106.2,88.23,0,0,79,0.5,0.5,0.0,0,0
1777034137.106,5.151,90.8,88.23,0,0,79,1.0,0.5,106.2,88.23,0,0,79,0.5,0.5,0.0,0,0
1777034137.446,5.491,90.5,88.23,0,0,78,0.5,0.4,105.0,88.23,0,0,78,5.4,0.4,0.0,0,0
1777034137.785,5.830,90.5,88.23,0,0,78,1.0,0.5,105.0,88.23,0,0,78,1.5,0.4,0.0,0,0
1777034138.124,6.169,90.2,88.23,0,0,78,0.5,0.5,105.0,88.23,0,0,78,1.0,0.6,0.0,0,0
1777034138.466,6.511,90.2,88.23,0,0,78,0.5,0.5,104.6,88.23,0,0,78,0.5,0.5,0.0,0,0
1777034138.805,6.850,90.2,88.23,0,0,78,1.0,0.5,104.6,88.23,0,0,78,0.5,0.4,0.0,0,0
1777034139.145,7.189,90.1,88.23,0,0,77,1.5,0.5,103.7,88.23,0,0,77,0.5,0.6,0.0,0,0
1777034139.488,7.533,90.1,88.23,0,0,77,5.4,0.5,103.7,88.23,0,0,77,1.5,0.5,0.0,0,0
1777034139.828,7.873,90.1,88.23,0,0,77,1.5,0.5,103.7,88.23,0,0,77,0.5,0.4,0.0,0,0
1777034140.168,8.213,90.0,88.23,0,0,77,0.5,0.6,103.4,88.23,0,0,77,0.5,2.2,0.0,0,0
1777034140.511,8.556,90.0,88.23,0,0,77,0.5,0.5,103.4,88.23,0,0,77,0.5,0.4,0.0,0,0
1777034140.851,8.896,90.0,88.23,0,0,77,0.4,0.4,103.4,88.23,0,0,77,0.5,0.4,0.0,0,0
1777034141.191,9.236,89.8,88.23,0,0,76,0.5,2.1,102.9,88.23,0,0,76,3.2,1.9,0.0,0,0
1777034141.535,9.580,89.8,88.23,0,0,76,1.5,0.5,102.9,88.23,0,0,76,0.5,0.4,0.0,0,0
1777034141.875,9.919,89.8,88.23,0,0,76,0.5,0.5,102.9,88.23,0,0,76,0.5,0.7,0.0,0,0
1777034142.218,10.263,89.5,88.23,0,0,76,2.2,2.1,102.6,88.23,0,0,76,0.5,0.4,0.0,0,0
1777034142.557,10.602,89.5,88.23,0,0,76,0.5,0.4,102.6,88.23,0,0,76,0.5,0.4,0.0,0,0
1777034142.897,10.942,89.5,88.23,0,0,76,0.5,0.5,102.6,88.23,0,0,76,1.5,2.1,0.0,0,0
1777034143.242,11.287,89.5,88.23,0,0,75,2.1,0.4,102.5,88.23,0,0,75,0.5,0.4,0.0,0,0
1777034143.588,11.633,89.5,88.23,0,0,75,0.5,0.7,102.5,88.23,0,0,75,1.5,0.4,0.0,0,0
1777034143.928,11.973,89.5,88.23,0,0,75,1.5,2.1,102.5,88.23,0,0,75,2.2,2.3,0.0,0,0
1777034144.273,12.318,89.3,88.23,0,0,75,0.5,0.5,102.3,88.23,0,0,75,0.5,0.5,0.0,0,0
1777034144.623,12.668,89.3,88.23,0,0,75,0.5,0.5,102.3,88.23,0,0,75,1.0,0.4,0.0,0,0
1777034144.962,13.007,89.3,88.23,0,0,75,2.2,2.2,102.3,88.23,0,0,75,0.5,3.7,0.0,0,0
1777034145.313,13.357,89.2,88.23,0,0,75,0.5,0.5,102.1,88.23,0,0,75,0.5,0.4,0.0,0,0
1777034145.652,13.697,89.2,88.23,0,0,75,0.5,0.5,102.1,88.23,0,0,75,0.5,0.4,0.0,0,0
1777034145.991,14.036,89.2,88.23,0,0,75,0.5,2.2,102.1,88.23,0,0,75,4.8,3.3,0.0,0,0
1777034146.344,14.388,88.9,88.23,0,0,74,1.5,0.4,101.6,88.23,0,0,74,0.5,0.4,0.0,0,0
1777034146.683,14.728,88.9,88.23,0,0,74,0.5,0.5,101.6,88.23,0,0,74,1.5,0.4,0.0,0,0
1777034147.022,15.067,88.9,88.23,0,0,74,4.9,1.0,101.6,88.23,0,0,74,3.3,0.4,0.0,0,0
1777034147.379,15.424,88.8,88.23,0,0,74,0.5,0.5,101.4,88.23,0,0,74,0.5,0.5,0.0,0,0
1777034147.718,15.763,88.8,88.23,0,0,74,0.8,0.6,101.4,88.23,0,0,74,0.5,0.4,0.0,0,0
1777034148.060,16.105,88.8,88.23,0,0,74,16006.4,15469.3,101.4,88.23,0,0,74,15592.3,16035.7,0.0,0,0
1777034148.408,16.453,89.7,88.23,100,34,76,247.4,259.0,122.7,88.23,100,33,77,246.8,433.4,2.0,1,0
1777034148.755,16.800,132.8,88.23,54,29,76,3635.1,3494.9,159.0,88.23,99,33,77,3308.1,2835.8,2.5,33,0
1777034149.099,17.144,132.8,88.23,54,29,76,3352.5,4076.4,159.0,88.23,99,33,77,3824.6,3165.2,2.8,56,0
1777034149.442,17.487,269.5,88.23,97,51,77,2986.7,3756.2,285.2,88.23,100,54,77,2998.5,3754.2,3.1,56,0
1777034149.783,17.828,300.8,88.23,100,57,79,3619.5,3001.0,303.6,88.23,100,58,78,3587.3,2898.7,3.3,56,0
1777034150.125,18.170,303.9,88.23,100,57,79,3616.5,2818.4,303.6,88.23,100,58,78,3585.6,2851.1,3.5,56,0
1777034150.469,18.514,303.9,88.23,100,57,79,2845.9,3678.3,300.3,88.23,100,59,78,2860.4,3662.0,3.8,56,0
1777034150.811,18.856,300.3,88.23,100,57,79,2667.5,3628.9,300.0,88.23,100,59,78,2727.8,3627.5,3.9,56,0
1777034151.153,19.198,300.0,88.23,100,58,79,2713.3,3630.1,300.0,88.23,100,60,78,2905.7,3587.2,4.2,56,0
1777034151.496,19.540,300.0,88.23,100,58,79,2625.9,3650.8,300.0,88.23,100,60,78,2634.1,3571.2,4.3,56,0
1777034151.837,19.882,300.0,88.23,100,58,79,2625.0,3538.0,300.0,88.23,100,60,78,2724.8,3558.7,4.6,56,0
1777034152.179,20.223,300.0,88.23,100,58,80,2667.2,3991.6,300.0,88.23,100,60,78,3182.9,3575.2,4.8,56,0
1777034152.531,20.576,300.0,88.23,100,58,80,2717.0,3628.6,300.0,88.23,100,60,78,2816.3,3571.3,5.1,56,0
1777034152.873,20.918,300.0,88.23,100,58,80,2776.7,3582.0,300.0,88.23,100,59,78,2634.5,3935.4,5.2,56,0
1777034153.218,21.263,300.0,88.23,100,59,80,2808.2,3630.9,300.0,88.23,100,61,78,2772.0,3545.3,5.5,56,0
1777034153.565,21.610,300.0,88.23,100,59,80,2585.3,3536.4,300.0,88.23,100,61,78,2727.1,3464.0,5.6,56,0
1777034153.909,21.954,300.0,88.23,100,59,80,2655.1,3536.0,300.0,88.23,100,61,78,2863.1,3578.4,5.9,56,0
1777034154.259,22.304,300.0,88.23,100,59,80,2667.3,2551.7,300.0,88.23,100,61,79,2734.7,2667.9,6.1,56,0
1777034154.602,22.647,300.0,88.23,100,59,80,3438.9,2634.9,300.0,88.23,100,61,79,3450.9,2604.2,6.3,56,0
1777034154.945,22.989,300.0,88.23,100,58,80,3481.6,3091.2,300.0,88.23,100,60,79,3448.6,2668.3,6.5,56,0
1777034155.295,23.340,300.0,88.23,100,59,80,3390.6,2680.6,299.9,88.23,100,61,79,3358.2,2681.6,6.7,56,0
1777034155.637,23.682,300.0,88.23,100,59,80,2668.9,3537.3,299.9,88.23,100,61,79,2679.8,3528.3,6.9,56,0
1777034155.979,24.024,300.0,88.23,100,59,80,2751.7,3674.2,300.0,88.23,100,60,79,2678.8,4206.3,7.2,56,0
1777034156.333,24.378,300.0,88.23,100,59,81,2621.8,3537.7,300.0,88.23,100,60,79,2680.7,3606.9,7.3,56,0
1777034156.675,24.720,300.0,88.23,100,59,81,2698.7,3582.7,300.0,88.23,100,61,79,2718.8,3599.4,7.6,56,0
1777034157.017,25.062,300.0,88.23,100,59,81,2653.5,3540.9,300.0,88.23,100,61,79,2769.2,3487.5,7.8,56,0
1777034157.373,25.418,300.0,88.23,100,59,81,2668.9,3491.0,300.0,88.23,100,61,79,2724.6,3437.1,8.0,56,0
1777034157.718,25.762,300.0,88.23,100,59,81,2884.9,2628.1,300.0,88.23,100,61,79,3358.3,2576.7,8.2,56,0
1777034158.060,26.105,300.0,88.23,100,59,81,2721.0,3504.3,300.0,88.23,100,61,79,2636.4,3392.0,8.4,56,0
1777034158.423,26.467,300.0,88.23,100,60,81,3439.7,2612.0,300.0,88.23,100,60,79,3445.0,2626.7,8.6,56,0
1777034158.765,26.810,300.0,88.23,100,59,81,3390.6,2632.6,300.0,88.23,100,61,79,3356.2,2623.5,8.8,56,0
1777034159.106,27.151,300.0,88.23,100,59,81,2714.5,3540.5,300.0,88.23,100,61,79,2635.8,3529.1,9.0,56,0
1777034159.448,27.493,300.0,88.23,100,60,81,2666.3,3488.8,300.0,88.23,100,61,79,2722.3,3555.7,9.2,56,0
