timestamp,elapsed_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1777033885.023,0.000,183.2,88.23,0,0,82,3.8,3.4,182.1,88.23,0,0,82,0.5,0.4,0.0,0,0
1777033885.370,0.347,120.2,88.23,0,0,81,0.5,0.4,142.2,88.23,0,0,81,0.5,0.5,0.0,0,0
1777033885.710,0.687,120.2,88.23,0,0,81,0.5,0.4,142.2,88.23,0,0,81,0.5,0.4,0.0,0,0
1777033886.049,1.027,120.2,88.23,0,0,81,3.7,0.5,142.2,88.23,0,0,81,0.5,0.4,0.0,0,0
1777033886.401,1.378,95.6,88.23,0,0,81,0.5,0.4,112.4,88.23,0,0,81,1.5,0.4,0.0,0,0
1777033886.741,1.718,95.6,88.23,0,0,81,1.5,0.4,112.4,88.23,0,0,81,0.5,0.4,0.0,0,0
1777033887.081,2.058,95.6,88.23,0,0,81,2.6,0.4,112.4,88.23,0,0,81,1.5,0.5,0.0,0,0
1777033887.424,2.402,93.2,88.23,0,0,80,0.5,0.5,110.0,88.23,0,0,80,0.5,0.4,0.0,0,0
1777033887.764,2.741,93.2,88.23,0,0,80,0.5,0.5,110.0,88.23,0,0,80,0.5,0.5,0.0,0,0
1777033888.104,3.081,90.8,88.23,0,0,79,0.5,0.4,110.0,88.23,0,0,80,1.0,0.4,0.0,0,0
1777033888.443,3.421,90.8,88.23,0,0,79,3.2,2.1,107.3,88.23,0,0,79,2.2,1.9,0.0,0,0
1777033888.793,3.770,90.8,88.23,0,0,79,0.5,0.4,107.3,88.23,0,0,79,1.4,0.4,0.0,0,0
1777033889.133,4.110,90.6,88.23,0,0,79,0.5,0.5,106.1,88.23,0,0,79,0.5,0.6,0.0,0,0
1777033889.472,4.450,90.6,88.23,0,0,79,0.5,0.4,106.1,88.23,0,0,79,0.5,0.5,0.0,0,0
1777033889.812,4.790,90.6,88.23,0,0,79,0.5,0.4,106.1,88.23,0,0,79,0.5,0.5,0.0,0,0
1777033890.152,5.129,90.0,88.23,0,0,78,1.5,0.4,105.2,88.23,0,0,78,0.5,0.6,0.0,0,0
1777033890.491,5.469,90.0,88.23,0,0,78,0.5,0.5,105.2,88.23,0,0,78,1.7,0.4,0.0,0,0
1777033890.831,5.808,90.0,88.23,0,0,78,0.5,0.5,105.2,88.23,0,0,78,0.5,0.4,0.0,0,0
1777033891.171,6.149,90.0,88.23,0,0,77,0.5,0.6,104.8,88.23,0,0,78,0.5,2.0,0.0,0,0
1777033891.512,6.489,90.0,88.23,0,0,77,0.5,0.5,104.8,88.23,0,0,78,0.5,0.5,0.0,0,0
1777033891.853,6.830,90.0,88.23,0,0,77,1.5,0.5,104.8,88.23,0,0,78,0.5,0.4,0.0,0,0
1777033892.192,7.170,89.8,88.23,0,0,77,0.5,2.0,103.7,88.23,0,0,77,3.1,1.9,0.0,0,0
1777033892.537,7.515,89.8,88.23,0,0,77,1.5,0.5,103.7,88.23,0,0,77,0.5,0.4,0.0,0,0
1777033892.876,7.854,89.8,88.23,0,0,77,0.5,0.4,103.7,88.23,0,0,77,0.5,0.6,0.0,0,0
1777033893.221,8.199,89.8,88.23,0,0,76,2.2,2.0,103.5,88.23,0,0,77,0.5,0.4,0.0,0,0
1777033893.567,8.544,89.8,88.23,0,0,76,0.5,0.6,103.5,88.23,0,0,77,5.3,0.5,0.0,0,0
1777033893.909,8.886,89.8,88.23,0,0,76,0.5,0.6,103.5,88.23,0,0,77,0.5,2.0,0.0,0,0
1777033894.251,9.228,89.6,88.23,0,0,76,3.1,0.4,102.9,88.23,0,0,76,0.4,0.4,0.0,0,0
1777033894.598,9.575,89.6,88.23,0,0,76,0.5,0.4,102.9,88.23,0,0,76,2.0,0.4,0.0,0,0
1777033894.938,9.915,89.6,88.23,0,0,76,1.5,2.1,102.9,88.23,0,0,76,2.6,0.7,0.0,0,0
1777033895.294,10.272,89.5,88.23,0,0,76,0.5,0.5,102.8,88.23,0,0,76,1.5,0.4,0.0,0,0
1777033895.634,10.611,89.5,88.23,0,0,76,0.5,0.5,102.8,88.23,0,0,76,0.5,0.4,0.0,0,0
1777033895.973,10.951,89.5,88.23,0,0,76,2.1,0.8,102.8,88.23,0,0,76,0.5,3.8,0.0,0,0
1777033896.316,11.294,89.3,88.23,0,0,75,0.5,0.5,102.2,88.23,0,0,76,0.5,0.4,0.0,0,0
1777033896.656,11.633,89.3,88.23,0,0,75,1.5,0.5,102.2,88.23,0,0,76,0.5,0.4,0.0,0,0
1777033896.995,11.972,89.3,88.23,0,0,75,0.5,3.8,102.2,88.23,0,0,76,5.1,2.0,0.0,0,0
1777033897.339,12.316,89.3,88.23,0,0,75,1.5,0.5,102.1,88.23,0,0,75,0.5,0.4,0.0,0,0
1777033897.678,12.655,89.3,88.23,0,0,75,0.5,0.4,102.1,88.23,0,0,75,0.5,0.5,0.0,0,0
1777033898.017,12.995,89.3,88.23,0,0,75,3.8,0.7,102.1,88.23,0,0,75,3.7,4.6,0.0,0,0
1777033898.374,13.351,89.2,88.23,0,0,74,0.5,0.5,101.9,88.23,0,0,75,0.5,0.5,0.0,0,0
1777033898.713,13.691,89.2,88.23,0,0,74,0.5,0.5,101.9,88.23,0,0,75,0.5,0.4,0.0,0,0
1777033899.053,14.030,89.2,88.23,0,0,74,4.8,0.5,101.9,88.23,0,0,75,1.0,0.4,0.0,0,0
1777033899.396,14.373,88.8,88.23,0,0,74,0.5,0.4,101.7,88.23,0,0,74,1.5,0.4,0.0,0,0
1777033899.736,14.713,88.8,88.23,0,0,74,0.5,0.5,101.7,88.23,0,0,74,0.5,0.4,0.0,0,0
1777033900.076,15.053,88.8,88.23,0,0,74,1.0,0.4,101.7,88.23,0,0,74,1.0,0.5,0.0,0,0
1777033900.415,15.393,88.6,88.23,0,0,74,0.5,0.4,101.5,88.23,0,0,74,0.4,0.4,0.0,0,0
1777033900.759,15.736,88.6,88.23,0,0,74,0.6,0.7,101.5,88.23,0,0,74,0.5,0.5,0.0,0,0
1777033901.100,16.077,71.7,88.23,0,0,72,0.8,1.4,101.5,88.23,0,0,74,2.2,0.6,0.0,0,0
1777033901.442,16.419,71.7,88.23,0,0,72,1.6,0.5,101.0,88.23,0,0,74,0.8,0.6,0.0,0,0
1777033901.784,16.761,71.7,88.23,0,0,72,0.8,0.7,101.0,88.23,0,0,74,0.6,0.7,0.0,0,0
1777033902.126,17.103,30.7,88.23,0,0,72,1.6,0.7,48.2,88.23,0,0,72,0.6,0.8,0.0,0,0
1777033902.471,17.449,30.7,88.23,0,0,72,17169.5,15464.4,48.2,88.23,0,0,72,17109.2,15468.5,0.0,0,0
1777033902.814,17.792,51.8,88.23,100,34,76,4930.2,4660.4,73.6,88.23,100,32,77,3844.6,4415.8,2.7,48,0
1777033903.165,18.142,177.6,88.23,100,52,77,2803.3,3810.5,190.6,88.23,99,52,77,3434.2,3074.0,2.7,48,0
1777033903.512,18.489,177.6,88.23,100,52,77,3341.6,2699.1,190.6,88.23,99,52,77,3276.7,2645.8,3.0,48,0
1777033903.853,18.831,296.1,88.23,100,56,78,3141.7,2660.5,302.4,88.23,100,57,77,3257.0,2645.0,3.4,48,0
1777033904.195,19.173,305.2,88.23,100,57,78,3537.9,2662.0,300.8,88.23,100,57,77,3282.0,2586.1,3.4,48,0
1777033904.544,19.521,305.2,88.23,100,57,78,3191.0,2659.2,300.8,88.23,100,57,77,3354.3,2564.5,3.8,48,0
