timestamp,elapsed_s,gpu0_power_w,gpu0_mem_used_gb,gpu0_util_pct,gpu0_mem_bw_util_pct,gpu0_temp_c,gpu0_pcie_tx_mb_s,gpu0_pcie_rx_mb_s,gpu1_power_w,gpu1_mem_used_gb,gpu1_util_pct,gpu1_mem_bw_util_pct,gpu1_temp_c,gpu1_pcie_tx_mb_s,gpu1_pcie_rx_mb_s,gpu2_power_w,gpu2_mem_used_gb,gpu2_util_pct,gpu2_mem_bw_util_pct,gpu2_temp_c,gpu2_pcie_tx_mb_s,gpu2_pcie_rx_mb_s,gpu3_power_w,gpu3_mem_used_gb,gpu3_util_pct,gpu3_mem_bw_util_pct,gpu3_temp_c,gpu3_pcie_tx_mb_s,gpu3_pcie_rx_mb_s,kv_cache_pct,requests_running,requests_waiting
1781109197.454,0.000,124.0,85.91,0,0,85,1.3,4.9,114.2,85.91,0,0,78,3.4,3.3,169.0,85.91,0,0,84,1.5,0.4,175.9,85.95,0,0,81,0.6,0.5,10.0,8,0
1781109197.902,0.448,113.1,85.91,0,0,85,2.2,0.5,114.2,85.91,0,0,78,0.6,0.5,113.1,85.91,0,0,84,0.6,0.5,128.7,85.95,0,0,81,2.2,0.4,10.0,8,0
1781109198.348,0.894,113.1,85.91,0,0,85,0.6,0.5,114.2,85.91,0,0,78,0.6,0.5,113.1,85.91,0,0,84,0.6,2.3,128.7,85.95,0,0,81,2.5,3.7,10.0,8,0
1781109198.798,1.344,113.1,85.91,0,0,85,0.6,0.5,103.1,85.91,0,0,77,0.6,0.5,104.5,85.91,0,0,83,0.6,0.5,113.5,85.95,0,0,80,2.3,0.4,10.0,8,0
1781109199.236,1.783,100.5,85.91,0,0,84,0.6,0.5,103.1,85.91,0,0,77,0.6,0.4,104.5,85.91,0,0,83,2.3,0.5,113.5,85.95,0,0,80,0.6,0.5,10.0,8,0
1781109199.675,2.221,100.5,85.91,0,0,84,2.8,1.1,95.8,85.91,0,0,76,2.0,0.5,101.2,85.91,0,0,82,0.6,0.5,109.5,85.95,0,0,80,0.6,0.5,10.0,8,0
1781109200.120,2.666,99.2,85.91,0,0,84,2.3,0.5,95.8,85.91,0,0,76,2.2,0.4,101.2,85.91,0,0,82,0.7,0.5,109.5,85.95,0,0,80,0.6,0.4,10.0,8,0
1781109200.563,3.109,99.2,85.91,0,0,84,2.7,0.5,95.5,85.91,0,0,76,1.2,0.5,96.8,85.91,0,0,82,0.6,0.5,108.7,85.95,0,0,80,0.6,3.7,10.0,8,0
1781109201.002,3.548,98.8,85.91,0,0,83,2.3,0.4,95.5,85.91,0,0,76,0.6,0.5,96.8,85.91,0,0,82,0.6,0.4,108.7,85.95,0,0,80,2.2,0.4,10.0,8,0
1781109201.441,3.987,98.8,85.91,0,0,83,2.8,2.2,95.1,85.91,0,0,75,4.8,0.8,96.8,85.91,0,0,82,7.1,0.5,108.7,85.95,0,0,80,0.6,0.4,10.0,8,0
1781109201.884,4.430,98.8,85.91,0,0,83,1.5,0.5,95.1,85.91,0,0,75,0.9,0.4,96.3,85.91,0,0,82,0.6,0.4,108.5,85.95,0,0,79,0.6,0.4,10.0,8,0
1781109202.323,4.869,98.5,85.91,0,0,83,0.6,0.4,95.1,85.91,0,0,75,2.3,0.4,96.3,85.91,0,0,82,0.7,0.7,108.5,85.95,0,0,79,2.8,2.4,10.0,8,0
1781109202.778,5.324,98.5,85.91,0,0,83,0.6,0.4,94.2,85.91,0,0,75,0.6,0.5,95.2,85.91,0,0,81,0.6,0.5,108.0,85.95,0,0,79,0.6,0.5,10.0,8,0
1781109203.217,5.763,97.4,85.91,0,0,82,2.8,0.5,94.2,85.91,0,0,75,2.3,0.4,95.2,85.91,0,0,81,0.7,0.5,108.0,85.95,0,0,79,0.6,0.4,10.0,8,0
1781109203.657,6.203,97.4,85.91,0,0,82,0.6,2.2,94.0,85.91,0,0,75,1.4,2.0,94.8,85.91,0,0,81,0.6,0.5,107.5,85.95,0,0,78,0.6,0.5,10.0,8,0
1781109204.101,6.648,97.1,85.91,0,0,82,0.6,0.5,94.0,85.91,0,0,75,0.6,0.5,94.8,85.91,0,0,81,0.6,0.5,107.5,85.95,0,0,78,2.3,0.5,10.0,8,0
1781109204.542,7.088,97.1,85.91,0,0,82,0.6,0.5,93.8,85.91,0,0,74,0.6,0.4,93.8,85.91,0,0,80,2.3,0.4,106.5,85.95,0,0,78,0.8,0.7,10.0,8,0
1781109204.984,7.530,96.3,85.91,0,0,82,0.6,0.5,93.8,85.91,0,0,74,0.6,0.5,93.8,85.91,0,0,80,0.7,0.5,106.5,85.95,0,0,78,1.5,0.5,10.0,8,0
